fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes,summary
2013-11-17,19:20:00,Tararstan Airlilnes,Boeing 737-53A,"Near Kazan, Russia",44,6,50,44,6,0,50,2013,17,11,"The airliner went into a nearly vertical dive and crashed onto the runway and disintegrated, after attempting to land a second time. The aircraft hit the runway and burst into flames. The pilot in command, in executing a go-around, apparently placed the plane in an excessive nose high attitude, stalling the plane. Inexperienced crew, poor flight safety standards at the Tatarstan air company and lack of proper control over crew training."
2013-11-29,20:25:00,Bond Air Services Ltd.,Eurocopter EC135 T2,Glasgow Scotland,2,1,3,2,1,5,3,2013,29,11,The police helicopter crashed into the roof of the Clutha Pub in central Glasgow killing at least 5 patrons along with 3 aboard he helicopter. The helicopter was carrying a civilian pilot and two Strathclyde police officers.
2013-11-29,13:30:00,Mozambique Airline,Embraer ERJ-190AR,"Bwabwata National Park, Nambia",27,6,33,27,6,0,33,2013,29,11,"The airliner crashed into Bwabwata National Park while en route to Luanda. The plane was found completely burned out with no survivors. The plane went missing in bad weather and poor visibility. The inputs to the auto flight systems by the person believed to be the Captain, who remained alone on the flight deck when the person believed to be the co-pilot requested to go to the lavatory, caused the aircraft to departure from cruise flight to a sustained controlled descent and subsequent collision with the terrain."
2013-12-05,,Heringer Taxi Aero,Britten Norman BN-2A-3 Islander,"Near Cachimbo, Brazil",3,2,5,3,2,0,5,2013,05,12,"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots. The lack of control on the part of the company’s management in relation to the flights operating outside of the main base allowed the pilot and the base manager to conduct a flight without the operating sector authorization."
2013-12-26,21:39:00,IrAvia,Antonov 12,"Irkutsk, Russia",3,6,9,3,6,0,9,2013,26,12,"The cargo plane, carrying spare parts, crashed into a military army arsenal at Ikustsk-2 Airport while attempting to land. The crew of 6 and 3 technicians were all killed."
2014-1-20,16:34:00,Scoala Superioara de Aviatie Civla,Britten Norman BN-2A-27 Islander,Near Petreasa Romania,5,2,7,1,1,0,2,2014,20,1,The air ambulance left Bucharest with a medical team to obtain transplant organs. After experiencing problems with the engines the pilot attempted to make an emergency landing but crashed on a hillside in deep snow. All aboard initially survived but the pilot and a medical student died before the rescue party reached the aircraft.
2014-2-11,11:59:00,Military - Algerian Air Force,Lockheed C-130H-30 Hercules,"Near Ain Kercha, Algeria",73,4,77,72,4,0,76,2014,11,2,The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area. The aircraft was too low on approach and hit the slope of mount Djebel Ta Fertas.
2014-2-16,13:15:00,Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,"Sandhikhark, Nepal",15,3,18,15,3,0,18,2014,16,2,"The passenger plane crashed into a snow covered mountain and burst into flames while en route from Pokhara to Jamia. Weather was poor at the time of the accident. The PIC lost situation awareness while cruising in IMC, causing the aircraft to collide with terrain."
2014-2-21,01:45:00,Libyan Air Cargo,Antonov 26,"Grombalia, Tunisia",6,5,11,6,5,0,11,2014,21,2,"The aircraft, carrying a medical team with three patients, was destroyed when it crashed in a field, 20 miles from Tunis-Carthage Airport. The pilot reported an engine on fire prior to the accident."
2014-3-08,02:41:00,Malaysia Airlines,Boeing 777-200,South Indian Ocean,227,12,239,227,12,0,239,2014,08,3,Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished. The cause remains unknown.
2014-3-18,07:52:00,Helicopters Inc / KOMO TV,Urocopter AS350 B2,"Seattle, Washington",1,1,2,1,1,0,2,2014,18,3,The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed.
2014-4-19,19:45:00,Lineas Aereas Comerciales,British Aerospace BAe 125-700A Hawker,"Ramos Arizpe, Mexico",6,2,8,6,2,0,8,2014,19,4,"While on approach, in fog, the jet crashed into an park about half-a-mile north of Saltillo-Plan de Guadalupe International Airport."
2014-4-20,15:30:00,Suomen Urheiluilmailijat,Aerocomp Comp Air 8,"Jamijarvi, Finland",7,1,8,7,1,0,8,2014,20,4,"While carrying skydivers, the experimental plane went into a spin and crashed and burned in a forest. The pilot and two skydivers were able to parachute to safety with minor injuries."
2014-5-08,12:45:00,Alisansa Colombia,Douglas DC-3C,"Near San Vicente del Caguan, Colombia",0,6,6,0,6,0,6,2014,08,5,The Cargo plane sruck the side of a mountain about 25 miles north of San Vicente del Caguán while en route. The accident was the result of a controlled flight into terrain. The crew failed to evaluate properly the risks and the danger of poor weather conditions and decided to perform the flight in VFR mode.
2014-5-17,08:00:00,Laos Air Force,Antonov 74TK-300,"Xiang Khouang province, Laos",11,6,17,10,6,0,16,2014,17,5,"The military aircraft crashed in a wooded area while approaching Xiangkhoung's airport, killing 16 people. Among those killed were defense minister Douangchay Phichit and other high ranking officials. For unknown reason, crew was approaching at a too low an altitude."
2014-6-14,00:50:00,Military - Ukraine Air Force,Ilyushin 76MD,"Lugansk, Ukraine",40,9,49,40,9,0,49,2014,14,6,The military transport crashed in a wheat field  near Lugansk Airport after being shot down by anti-aircraft fire.
2014-7-02,,Skyward International Aviation,Fokker 50,"Near Nairobi, Kenya",0,4,4,0,4,0,4,2014,02,7,"The cargo plane, transporting the mild stimulant known as Khat to the Somali capital, Mogadishu, crashed into a commercial building after taking off from Jomo Kenyatta International Airport. While climbing by night, crew lost control of the aircraft. The probable cause of the accident was the decision by the crew to conduct the flight with a known mechanical problem and their failure to abort or reject the takeoff after receiving twenty-seven cautions."
2014-7-07,07:50:00,Military - Vietnam People's Army Air Force,Mil Mi-171,"Thach That district, Vietnam",21,2,19,,,0,18,2014,07,7,"The helicopter crashed about  40 km west of Hanoi, 15 minutes after taking off during a parachute training mission."
2014-7-17,16:19:00,Malaysia Airlines,Boeing 777-2H6ER,"Hrabove, Ukraine",283,15,298,283,15,0,298,2014,17,7,"A Boeing 777-200 airliner operating as  Malaysia Airlines Flight 17, crashed about 40 miles east of Donetsk, Ukraine. The plane was 90 minutes into its flight, flying at 33,000 feet, when it was apparently hit by a Russian Buk missile. The missile exploded a few feet away from the cockpit .Debris was spread over a wide area. All 283 passengers and crew of 15 were killed."
2014-7-23,19:06:00,TransAsia Airways,ATR 72-500,"Magong, Taiwan",54,4,58,44,4,0,48,2014,23,7,"The passenger plane crashed into residential building while attempting to make an emergency landing during inclement weather due to the passing of hurricane Matmo.  The flight recorder revealed that after the the crew lost track of its flight path and moved away from the runway, the plane rapidly lost altitude and crashed to the ground in a period of 7.9 seconds. By the time the two pilots yelled to go around, there was nothing they could do to change the velocity and altitude of the plane in time to prevent a crash. The airport's control tower did not inform the aircraft of local weather conditions.The cause was  pilot error and a failure within the airline to follow safety procedures. The flight crew did not comply with the published runway 20 VOR non-precision instrument approach procedures at Magong Airport with respect to the minimum descent altitude. The captain, as the pilot flying, intentionally descended the aircraft below the published MDA of 330 feet in the instrument meteorological conditions."
2014-7-24,01:47:00,Air Algerie,Mc Donnell Douglas MD-83,"Aguelhok, Mali",110,6,116,110,6,0,116,2014,24,7,"Radar contact was lost 50 minutes after the flight took off from Ouagadougou and after the crew diverted from their planned course due to bad weather. Wreckage was found in the northern mali dessert. The plane was on loan from Swiftair. The crew likely did not activate the system during climb and cruise. As a result of the icing of the pressure sensors, the erroneous information transmitted to the auto throttle meant that the latter limited the thrust delivered by the engines. Under these conditions, the thrust was insufficient to maintain cruise speed and the aircraft slowed down and stalled."
2014-8-10,09:18:00,Sepahan Airlines,HESA Iran-140-100,"Tehran, Iran",40,8,48,31,8,0,39,2014,10,8,"After taking off, the passenger banked to the right, lost altitude, and crashed into a residential neighborhood, bursting into flames. The plane appeared to have lost an engine during the takeoff. Excessive load and malfuncioning propeller."
2014-8-30,02:44:00,Ukraine Air Alliance,Antonov An-12BK,"Tamanraset, Algeria",5,2,7,5,2,0,7,2014,30,8,"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off."
2014-8-31,19:45:00,Safari Express Cargo,Fokker F-27 MK 500,"Mwanza, Tanzania",1,2,3,1,2,0,3,2014,31,8,"The cargo plane crashed within the borders of Serengeti National Park not far from the Kenya - Tanzania border, shortly after taking off from Mwanza."
2014-9-20,09:35:00,Hevlift,de Havilland Canada DHC-6 Twin Otter 300,"Near Port Moresby, Papua New Guinea",7,2,9,2,2,0,4,2014,20,9,"While approaching Port Moresby Jacksons International Airport, the unscheduled passenger plane impacted terrain near the top of Mt. Lawes, 7 miles east northeast of the airport in poor weather. The crew continued the descent in instrument meteorological conditions without confirming their position. The flight crew’s assessment of their position was incorrect and they had lost situational awareness."
